roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,model,target,scheme,best_params,n_train,n_features_kept,held_out_lineage
0.5833333333333334,0.9315963175831451,0.5654761904761905,0.8809523809523809,0.25,0.9024390243902439,0.19162903173621765,46,0.9130434782608695,0.473,17,random_forest,wgd,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1532,1923,Pancreas
0.7171945701357466,0.7030505090277387,0.6696832579185521,0.6470588235294118,0.6923076923076923,0.6111111111111112,0.22131665142223622,43,0.3953488372093023,0.512,18,random_forest,wgd,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1535,1924,Peripheral Nervous System
0.6057142857142858,0.8708751792253319,0.5685714285714285,0.28,0.8571428571428571,0.42424242424242425,0.26289594762739293,32,0.78125,0.496,19,random_forest,wgd,lolo,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 1}",1546,1944,Pleura
0.5555114988104679,0.8114084246747478,0.5259714512291832,0.6288659793814433,0.4230769230769231,0.7052023121387283,0.22840653802497768,123,0.7886178861788617,0.518,20,random_forest,wgd,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1455,1686,Skin
0.7548449612403101,0.8376650708024909,0.6933139534883721,0.5116279069767442,0.875,0.6470588235294118,0.23605305533113868,67,0.6417910447761194,0.505,21,random_forest,wgd,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1511,1901,Soft Tissue
0.8289473684210527,0.9647632338421808,0.5986842105263157,0.9473684210526315,0.25,0.9,0.1619258630075724,23,0.8260869565217391,0.483,22,random_forest,wgd,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1555,1938,Thyroid
0.7083333333333334,0.8078165757853258,0.6875,0.625,0.75,0.6896551724137931,0.2239046956760557,28,0.5714285714285714,0.504,23,random_forest,wgd,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1550,1492,Uterus
0.48437500000000006,0.7485344533297723,0.4791666666666667,0.7083333333333334,0.25,0.723404255319149,0.2560341066848649,32,0.75,0.494,0,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1546,1936,Biliary Tract
0.5955555555555556,0.8222781053347132,0.6066666666666667,0.88,0.3333333333333333,0.8301886792452831,0.20843222253279714,34,0.7352941176470589,0.485,1,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1544,1913,Bladder/Urinary Tract
0.6281512605042017,0.5277135500031384,0.5798319327731092,0.5714285714285714,0.5882352941176471,0.49230769230769234,0.23424099109839253,79,0.35443037974683544,0.497,2,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1499,1917,Bone
0.6410934744268078,0.7258268352386836,0.5714285714285714,0.8095238095238095,0.3333333333333333,0.723404255319149,0.22627895866367834,69,0.6086956521739131,0.489,3,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1509,1431,Bowel
0.7086956521739131,0.8779387677832228,0.758695652173913,0.717391304347826,0.8,0.8148148148148148,0.22801088035102385,56,0.8214285714285714,0.515,4,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1522,1889,Breast
0.7877145438121048,0.8153325193174822,0.709349593495935,0.8333333333333334,0.5853658536585366,0.7758620689655172,0.20537943172367834,95,0.5684210526315789,0.481,5,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1483,1894,CNS/Brain
0.5071428571428571,0.6270868609988469,0.5285714285714286,0.35714285714285715,0.7,0.45454545454545453,0.27108638785445904,24,0.5833333333333334,0.457,6,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1554,1910,Cervix
0.6398891966759003,0.8371985447626504,0.6666666666666666,0.9122807017543859,0.42105263157894735,0.8666666666666667,0.21177489704942046,76,0.75,0.488,7,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1502,1801,Esophagus/Stomach
0.1875,0.2621552510097402,0.4642857142857143,0.0,0.9285714285714286,0.0,0.2604663198160282,22,0.36363636363636365,0.496,8,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1556,1950,Eye
1.0,1.0,0.9666666666666667,1.0,0.9333333333333333,0.5,0.12841709684473493,31,0.03225806451612903,0.51,9,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1547,1956,Fibroblast
0.6312727272727272,0.7469913758150366,0.5836363636363636,0.9272727272727272,0.24,0.816,0.22207828015679737,80,0.6875,0.459,10,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1498,1867,Head and Neck
0.599320882852292,0.5169966803279897,0.5288624787775891,0.3157894736842105,0.7419354838709677,0.36363636363636365,0.23326696159525281,50,0.38,0.486,11,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1528,1906,Kidney
0.47,0.7585829874441229,0.55,0.9,0.2,0.8571428571428571,0.2192274958646561,25,0.8,0.475,12,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1553,1926,Liver
0.44253472222222223,0.7861709512449577,0.515625,0.78125,0.25,0.8012820512820513,0.20870013059608164,196,0.8163265306122449,0.529,13,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1382,1438,Lung
0.6800356506238859,0.1493790275076304,0.6172014260249554,0.6363636363636364,0.5980392156862745,0.23728813559322035,0.21208559345114175,226,0.09734513274336283,0.485,14,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1352,1457,Lymphoid
0.6051587301587302,0.16268111410040276,0.6130952380952381,0.75,0.47619047619047616,0.2553191489361702,0.21977427594046212,71,0.11267605633802817,0.44,15,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1507,1888,Myeloid
0.7486631016042781,0.8366122330991753,0.624777183600713,0.48484848484848486,0.7647058823529411,0.6037735849056604,0.23028527002164492,50,0.66,0.513,16,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1528,1839,Ovary/Fallopian Tube
0.4365079365079365,0.5929615541883748,0.5575396825396826,0.8928571428571429,0.2222222222222222,0.746268656716418,0.25126522143639396,46,0.6086956521739131,0.495,17,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1532,1923,Pancreas
0.5333333333333333,0.4159794722362985,0.4756410256410256,0.38461538461538464,0.5666666666666667,0.3225806451612903,0.24109141993268535,43,0.3023255813953488,0.477,18,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1535,1924,Peripheral Nervous System
0.5952380952380952,0.6881217607391252,0.5674603174603174,0.2777777777777778,0.8571428571428571,0.4,0.2675891360849182,32,0.5625,0.517,19,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1546,1944,Pleura
0.601063829787234,0.716221417526627,0.6263997760358343,0.4868421052631579,0.7659574468085106,0.5967741935483871,0.2444316739114186,123,0.6178861788617886,0.496,20,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1455,1686,Skin
0.6047430830039526,0.41933095372430707,0.5686758893280632,0.4782608695652174,0.6590909090909091,0.4489795918367347,0.23157248945000836,67,0.34328358208955223,0.462,21,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1511,1901,Soft Tissue
0.7196969696969697,0.7672712314423545,0.6174242424242424,0.8181818181818182,0.4166666666666667,0.6666666666666666,0.22659594773094605,23,0.4782608695652174,0.495,22,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1555,1938,Thyroid
0.8771929824561404,0.8199294532627865,0.8918128654970761,0.8888888888888888,0.8947368421052632,0.8421052631578947,0.172183287541503,28,0.32142857142857145,0.513,23,random_forest,cin,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1550,1492,Uterus
0.4954545454545455,0.7356162729244344,0.5590909090909091,0.8181818181818182,0.3,0.7659574468085106,0.24517361435484614,32,0.6875,0.495,0,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1546,1936,Biliary Tract
0.475,0.6422154712863176,0.5678571428571428,0.85,0.2857142857142857,0.723404255319149,0.24199704020739338,34,0.5882352941176471,0.485,1,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1544,1913,Bladder/Urinary Tract
0.5815147625160462,0.6303095406086013,0.5070603337612323,0.5263157894736842,0.4878048780487805,0.5063291139240507,0.2496822664627443,79,0.4810126582278481,0.475,2,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1499,1917,Bone
0.7068376068376069,0.6646603164114719,0.7282051282051283,0.9230769230769231,0.5333333333333333,0.8089887640449438,0.208329130589489,69,0.5652173913043478,0.511,3,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1509,1431,Bowel
0.821969696969697,0.9447657224266173,0.7007575757575758,0.8181818181818182,0.5833333333333334,0.8470588235294118,0.21415155070437977,56,0.7857142857142857,0.466,4,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1522,1889,Breast
0.6520146520146519,0.499808030372611,0.657967032967033,0.9230769230769231,0.39285714285714285,0.6605504587155964,0.23990792731177163,95,0.4105263157894737,0.453,5,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1483,1894,CNS/Brain
0.6714285714285715,0.7260476835194881,0.5785714285714286,0.35714285714285715,0.8,0.47619047619047616,0.260404855250648,24,0.5833333333333334,0.496,6,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1554,1910,Cervix
0.76036866359447,0.9072745764421823,0.7453917050691243,0.9193548387096774,0.5714285714285714,0.912,0.1828411566495665,76,0.8157894736842105,0.472,7,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1502,1801,Esophagus/Stomach
0.12941176470588237,0.15874472276949056,0.38235294117647056,0.0,0.7647058823529411,0.0,0.21565914946862053,22,0.22727272727272727,0.423,8,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1556,1950,Eye
0.5862068965517242,0.5384615384615384,0.7155172413793103,0.5,0.9310344827586207,0.4,0.14149928692926786,31,0.06451612903225806,0.443,9,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1547,1956,Fibroblast
0.5800139762403914,0.7873373238927117,0.517120894479385,0.8490566037735849,0.18518518518518517,0.75,0.23081049016348615,80,0.6625,0.47,10,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1498,1867,Head and Neck
0.6124794745484401,0.5385951118127519,0.5459770114942528,0.3333333333333333,0.7586206896551724,0.4,0.23930898961719888,50,0.42,0.46,11,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1528,1906,Kidney
0.4852941176470588,0.6841765119598213,0.5661764705882353,0.8823529411764706,0.25,0.7894736842105263,0.23196555120599352,25,0.68,0.479,12,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1553,1926,Liver
0.5759064327485379,0.8902605659094021,0.6049122807017544,0.9298245614035088,0.28,0.9137931034482759,0.1938878474390544,196,0.8724489795918368,0.458,13,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1382,1438,Lung
0.6766169154228856,0.33785249054201466,0.6212935323383084,0.76,0.48258706467661694,0.25675675675675674,0.21578017544613987,226,0.11061946902654868,0.416,14,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1352,1457,Lymphoid
0.740909090909091,0.2887390026487771,0.6553030303030303,0.7272727272727273,0.5833333333333334,0.36363636363636365,0.21215427563537106,71,0.15492957746478872,0.495,15,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1507,1888,Myeloid
0.8214285714285714,0.8178363409271758,0.8149350649350648,0.8571428571428571,0.7727272727272727,0.8421052631578947,0.2019067719962262,50,0.56,0.488,16,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1528,1839,Ovary/Fallopian Tube
0.553921568627451,0.7858521956150937,0.48284313725490197,0.8823529411764706,0.08333333333333333,0.8,0.2213922584665105,46,0.7391304347826086,0.475,17,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1532,1923,Pancreas
0.7285714285714285,0.3334889069264069,0.675,0.75,0.6,0.42857142857142855,0.2064145963880166,43,0.18604651162790697,0.46,18,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1535,1924,Peripheral Nervous System
0.391025641025641,0.768339177970568,0.48717948717948717,0.3076923076923077,0.6666666666666666,0.4444444444444444,0.34461466944582664,32,0.8125,0.424,19,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1546,1944,Pleura
0.5089947089947089,0.5407115400481188,0.5384920634920635,0.4603174603174603,0.6166666666666667,0.5043478260869565,0.2636742817883058,123,0.5121951219512195,0.446,20,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1455,1686,Skin
0.6097308488612837,0.40796956886794633,0.5900621118012422,0.5714285714285714,0.6086956521739131,0.47058823529411764,0.2253744069463723,67,0.31343283582089554,0.432,21,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1511,1901,Soft Tissue
0.803030303030303,0.8332403707403708,0.6401515151515151,0.9166666666666666,0.36363636363636365,0.7333333333333333,0.2108114851936554,23,0.5217391304347826,0.443,22,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1555,1938,Thyroid
0.9387755102040817,0.7295918367346939,0.9047619047619047,0.8571428571428571,0.9523809523809523,0.8571428571428571,0.15182247353220485,28,0.25,0.487,23,random_forest,loh,lolo,"{'clf__max_depth': None, 'clf__min_samples_leaf': 5}",1550,1492,Uterus
